Order ID,Customer ID,Order DateTime,Product Name,Category,Quantity,Price,City,Delivery Time (mins),Order Status
ORD1256,CUST122,2023-07-04 09:25:00,Milk,Dairy,1,437.57,Kolkata,52.17,Delivered
ORD1257,CUST198,2023-03-10 19:20:00,Shampoo,Personal Care,3,99.64,Kolkata,,Returned
ORD1258,CUST126,2023-07-25 03:52:00,Bananas,Fruits,4,232.9,Chennai,36.84,Delivered
ORD1259,CUST196,2023-05-11 11:48:00,Butter,Dairy,5,75.16,Kolkata,,Returned
ORD1260,CUST154,2023-05-22 02:44:00,Potatoes,Vegetables,5,140.28,Bangalore,,Returned
ORD1261,CUST347,2023-10-25 09:34:00,Apples,Fruits,2,72.64,Hyderabad,21.71,Delivered
ORD1262,CUST136,2023-09-02 11:27:00,Onions,Vegetables,2,105.04,Pune,82.97,Delivered
ORD1263,CUST172,2023-11-20 10:13:00,Butter,Dairy,4,229.5,Delhi,86.88,Delivered
ORD1264,CUST220,2023-11-06 05:40:00,Chicken,Meat,2,249.7,Chennai,,Cancelled
ORD1265,CUST362,2023-09-16 16:39:00,Bread,Bakery,4,53.07,Hyderabad,,Cancelled
ORD1266,CUST495,2023-01-04 10:10:00,Toothpaste,Personal Care,5,260.14,Hyderabad,,Cancelled
ORD1267,CUST276,2023-03-19 04:25:00,Rice,Grains,3,388.29,Pune,12.57,Delivered
ORD1268,CUST499,2023-04-23 13:53:00,Milk,Dairy,1,319.54,Chennai,28.24,Delivered
ORD1269,CUST207,2023-06-09 04:14:00,Bread,Bakery,4,252.31,Delhi,47.04,Delivered
ORD1270,CUST181,2023-12-27 02:29:00,Wheat Flour,Grains,4,466.99,Bangalore,71.53,Delivered
ORD1271,CUST195,2023-09-29 04:48:00,Toothpaste,Personal Care,5,379.82,Bangalore,42.0,Delivered
ORD1272,CUST390,2023-08-11 21:50:00,Fish,Meat,5,171.67,Bangalore,14.38,Delivered
ORD1273,CUST257,2023-11-04 16:15:00,Chicken,Meat,5,481.79,Mumbai,74.03,Delivered
ORD1274,CUST130,2023-07-19 04:46:00,Apples,Fruits,2,288.92,Mumbai,87.83,Delivered
ORD1275,CUST322,2023-06-06 19:10:00,Apples,Fruits,1,83.88,Kolkata,40.52,Delivered
ORD1276,CUST435,2023-04-03 23:43:00,Wheat Flour,Grains,2,137.53,Hyderabad,76.63,Delivered
ORD1277,CUST106,2023-07-23 20:19:00,Bananas,Fruits,1,213.53,Kolkata,49.7,Delivered
ORD1278,CUST391,2023-03-30 00:07:00,Tomatoes,Vegetables,1,463.91,Pune,11.07,Delivered
ORD1279,CUST366,2023-02-21 01:15:00,Eggs,Dairy,1,212.25,Hyderabad,67.94,Delivered
ORD1280,CUST440,2023-02-09 04:54:00,Chicken,Meat,3,208.08,Bangalore,58.8,Delivered
ORD1281,CUST458,2023-03-11 07:10:00,Toothpaste,Personal Care,1,206.3,Delhi,53.55,Delivered
ORD1282,CUST496,2023-10-12 00:29:00,Tomatoes,Vegetables,2,266.98,Bangalore,84.59,Delivered
ORD1283,CUST397,2023-11-21 13:50:00,Eggs,Dairy,2,251.02,Bangalore,43.78,Delivered
ORD1284,CUST205,2023-07-30 08:35:00,Shampoo,Personal Care,5,53.53,Pune,89.11,Delivered
ORD1285,CUST182,2023-11-24 17:41:00,Tomatoes,Vegetables,5,469.44,Kolkata,,Returned
ORD1286,CUST112,2023-12-08 01:18:00,Bananas,Fruits,1,172.62,Pune,,Returned
ORD1287,CUST178,2023-10-27 13:39:00,Bread,Bakery,1,134.82,Kolkata,23.92,Delivered
ORD1288,CUST265,2023-01-03 07:47:00,Onions,Vegetables,3,46.74,Chennai,89.13,Delivered
ORD1289,CUST262,2023-03-04 02:14:00,Tomatoes,Vegetables,3,291.42,Mumbai,40.22,Delivered
ORD1290,CUST109,2023-01-25 16:49:00,Toothpaste,Personal Care,3,64.18,Mumbai,27.22,Delivered
ORD1291,CUST227,2023-04-04 08:40:00,Butter,Dairy,2,310.34,Pune,,Cancelled
ORD1292,CUST276,2023-07-15 02:22:00,Milk,Dairy,2,104.82,Hyderabad,,Returned
ORD1293,CUST336,2023-03-20 10:15:00,Potatoes,Vegetables,2,22.14,Delhi,32.97,Delivered
ORD1294,CUST365,2023-05-26 18:08:00,Bread,Bakery,4,66.97,Delhi,42.43,Delivered
ORD1295,CUST258,2023-02-01 09:50:00,Rice,Grains,2,106.31,Delhi,,Returned
ORD1296,CUST159,2023-04-06 14:46:00,Onions,Vegetables,2,32.76,Chennai,43.94,Delivered
ORD1297,CUST382,2023-04-25 11:19:00,Fish,Meat,1,249.82,Mumbai,58.8,Delivered
ORD1298,CUST342,2023-07-30 02:52:00,Chicken,Meat,1,212.73,Delhi,25.21,Delivered
ORD1299,CUST435,2023-12-30 10:35:00,Wheat Flour,Grains,5,99.34,Delhi,61.19,Delivered
ORD1300,CUST340,2023-08-06 22:04:00,Shampoo,Personal Care,5,198.42,Delhi,73.16,Delivered
ORD1301,CUST161,2023-02-12 03:01:00,Eggs,Dairy,2,259.32,Bangalore,59.39,Delivered
ORD1302,CUST374,2023-10-04 21:21:00,Toothpaste,Personal Care,5,231.59,Chennai,66.74,Delivered
ORD1303,CUST166,2023-05-09 03:11:00,Toothpaste,Personal Care,5,313.97,Chennai,61.5,Delivered
ORD1304,CUST246,2023-11-17 02:22:00,Apples,Fruits,2,104.45,Mumbai,56.35,Delivered
ORD1305,CUST342,2023-02-10 05:44:00,Eggs,Dairy,5,461.94,Chennai,12.16,Delivered
ORD1306,CUST409,2023-05-19 22:54:00,Apples,Fruits,3,379.83,Delhi,42.94,Delivered
ORD1307,CUST438,2023-08-04 11:11:00,Apples,Fruits,1,493.14,Pune,76.34,Delivered
ORD1308,CUST418,2023-02-09 17:47:00,Shampoo,Personal Care,4,235.71,Chennai,72.94,Delivered
ORD1309,CUST459,2023-12-15 14:08:00,Onions,Vegetables,1,162.97,Pune,36.8,Delivered
ORD1310,CUST470,2023-01-05 01:40:00,Milk,Dairy,5,395.83,Mumbai,22.47,Delivered
ORD1311,CUST146,2023-09-19 15:48:00,Potatoes,Vegetables,4,209.67,Kolkata,73.25,Delivered
ORD1312,CUST412,2023-03-14 12:47:00,Rice,Grains,5,208.52,Chennai,37.08,Delivered
ORD1313,CUST138,2023-02-15 14:23:00,Apples,Fruits,5,201.99,Chennai,40.26,Delivered
ORD1314,CUST172,2023-06-26 18:36:00,Wheat Flour,Grains,5,200.83,Hyderabad,,Cancelled
ORD1315,CUST412,2023-07-04 11:13:00,Wheat Flour,Grains,4,118.08,Delhi,76.08,Delivered
ORD1316,CUST223,2023-05-21 01:32:00,Bananas,Fruits,5,387.37,Delhi,,Returned
ORD1317,CUST296,2023-02-06 16:16:00,Milk,Dairy,4,55.83,Pune,22.07,Delivered
ORD1318,CUST175,2023-07-29 19:05:00,Butter,Dairy,1,36.25,Mumbai,,Cancelled
ORD1319,CUST474,2023-03-18 04:35:00,Tomatoes,Vegetables,3,268.53,Hyderabad,73.61,Delivered
ORD1320,CUST471,2023-03-23 02:51:00,Bananas,Fruits,3,202.29,Delhi,71.54,Delivered
ORD1321,CUST123,2023-10-26 11:33:00,Onions,Vegetables,3,367.96,Bangalore,21.77,Delivered
ORD1322,CUST377,2023-06-07 21:06:00,Potatoes,Vegetables,1,108.39,Bangalore,32.25,Delivered
ORD1323,CUST142,2023-03-17 07:10:00,Fish,Meat,1,210.25,Kolkata,37.09,Delivered
ORD1324,CUST498,2023-07-31 08:20:00,Eggs,Dairy,4,58.35,Bangalore,,Cancelled
ORD1325,CUST458,2023-06-21 16:47:00,Eggs,Dairy,4,265.86,Bangalore,42.36,Delivered
ORD1326,CUST373,2023-04-06 21:51:00,Eggs,Dairy,2,187.55,Delhi,70.41,Delivered
ORD1327,CUST232,2023-11-06 08:24:00,Bananas,Fruits,3,497.44,Delhi,20.08,Delivered
ORD1328,CUST340,2023-04-19 11:57:00,Bread,Bakery,4,381.73,Kolkata,46.71,Delivered
ORD1329,CUST306,2023-01-03 17:02:00,Eggs,Dairy,5,490.45,Delhi,14.5,Delivered
ORD1330,CUST287,2023-11-14 00:59:00,Chicken,Meat,3,207.84,Kolkata,,Returned
ORD1331,CUST285,2023-12-15 17:42:00,Shampoo,Personal Care,3,156.21,Mumbai,15.16,Delivered
ORD1332,CUST398,2023-02-11 20:03:00,Apples,Fruits,4,183.76,Bangalore,47.99,Delivered
ORD1333,CUST334,2023-01-18 23:00:00,Fish,Meat,4,114.75,Mumbai,44.62,Delivered
ORD1334,CUST162,2023-04-17 12:40:00,Rice,Grains,1,306.66,Hyderabad,22.64,Delivered
ORD1335,CUST480,2023-09-01 04:32:00,Bananas,Fruits,5,449.75,Bangalore,38.26,Delivered
ORD1336,CUST404,2023-01-23 00:19:00,Potatoes,Vegetables,3,76.61,Mumbai,42.35,Delivered
ORD1337,CUST382,2023-03-30 17:41:00,Potatoes,Vegetables,4,75.87,Pune,61.66,Delivered
ORD1338,CUST351,2023-03-29 09:29:00,Milk,Dairy,2,305.99,Chennai,59.54,Delivered
ORD1339,CUST194,2023-10-24 02:07:00,Milk,Dairy,5,392.15,Hyderabad,24.14,Delivered
ORD1340,CUST296,2023-10-19 02:15:00,Onions,Vegetables,2,476.45,Bangalore,85.38,Delivered
ORD1341,CUST128,2023-01-02 22:26:00,Bread,Bakery,4,345.1,Bangalore,52.31,Delivered
ORD1342,CUST262,2023-01-18 02:48:00,Bananas,Fruits,5,148.66,Hyderabad,70.58,Delivered
ORD1343,CUST498,2023-08-16 18:57:00,Potatoes,Vegetables,5,115.04,Chennai,,Cancelled
ORD1344,CUST227,2023-07-13 16:06:00,Potatoes,Vegetables,4,45.23,Delhi,52.06,Delivered
ORD1345,CUST258,2023-03-19 13:25:00,Apples,Fruits,1,337.71,Pune,,Cancelled
ORD1346,CUST186,2023-02-10 03:36:00,Wheat Flour,Grains,2,315.55,Hyderabad,10.71,Delivered
ORD1347,CUST115,2023-05-30 16:53:00,Toothpaste,Personal Care,5,334.36,Chennai,,Returned
ORD1348,CUST473,2023-10-09 11:42:00,Bread,Bakery,2,312.87,Kolkata,88.36,Delivered
ORD1349,CUST141,2023-07-29 03:25:00,Onions,Vegetables,2,310.69,Delhi,25.13,Delivered
ORD1350,CUST278,2023-01-01 14:38:00,Eggs,Dairy,1,61.83,Delhi,47.72,Delivered
ORD1351,CUST278,2023-07-16 19:15:00,Apples,Fruits,3,221.19,Kolkata,18.89,Delivered
ORD1352,CUST206,2023-04-22 05:23:00,Shampoo,Personal Care,3,389.92,Bangalore,87.94,Delivered
ORD1353,CUST410,2023-03-06 17:09:00,Milk,Dairy,4,390.26,Pune,88.37,Delivered
ORD1354,CUST474,2023-05-03 08:08:00,Apples,Fruits,4,373.87,Delhi,,Cancelled
ORD1355,CUST255,2023-06-09 21:54:00,Bread,Bakery,5,26.35,Pune,20.04,Delivered
ORD1356,CUST346,2023-08-28 19:01:00,Bread,Bakery,3,160.93,Pune,51.94,Delivered
ORD1357,CUST185,2023-04-12 08:35:00,Onions,Vegetables,4,202.86,Bangalore,48.16,Delivered
ORD1358,CUST164,2023-05-10 07:37:00,Chicken,Meat,3,243.7,Mumbai,54.34,Delivered
ORD1359,CUST338,2023-02-19 05:19:00,Butter,Dairy,4,467.75,Kolkata,,Cancelled
ORD1360,CUST244,2023-05-11 16:28:00,Bread,Bakery,5,40.7,Hyderabad,75.9,Delivered
ORD1361,CUST249,2023-12-30 23:43:00,Tomatoes,Vegetables,2,32.47,Chennai,67.86,Delivered
ORD1362,CUST324,2023-02-19 20:03:00,Milk,Dairy,3,157.28,Mumbai,43.68,Delivered
ORD1363,CUST196,2023-06-18 20:26:00,Toothpaste,Personal Care,3,386.43,Chennai,15.18,Delivered
ORD1364,CUST312,2023-08-26 07:54:00,Bread,Bakery,3,349.47,Hyderabad,40.2,Delivered
ORD1365,CUST240,2023-11-22 19:45:00,Rice,Grains,3,80.19,Kolkata,66.9,Delivered
ORD1366,CUST131,2023-12-17 20:58:00,Eggs,Dairy,4,56.39,Hyderabad,39.09,Delivered
ORD1367,CUST204,2023-05-04 23:39:00,Toothpaste,Personal Care,4,135.69,Chennai,,Returned
ORD1368,CUST433,2023-11-11 18:32:00,Milk,Dairy,1,303.15,Mumbai,18.59,Delivered
ORD1369,CUST230,2023-03-06 15:49:00,Fish,Meat,5,294.7,Kolkata,,Cancelled
ORD1370,CUST164,2023-11-07 02:32:00,Wheat Flour,Grains,3,169.75,Hyderabad,21.42,Delivered
ORD1371,CUST482,2023-04-28 06:24:00,Eggs,Dairy,4,189.9,Hyderabad,17.03,Delivered
ORD1372,CUST370,2023-03-07 02:09:00,Butter,Dairy,5,220.79,Bangalore,37.84,Delivered
ORD1373,CUST497,2023-07-21 11:26:00,Wheat Flour,Grains,5,473.13,Kolkata,,Cancelled
ORD1374,CUST455,2023-10-21 21:58:00,Toothpaste,Personal Care,3,294.59,Bangalore,37.38,Delivered
ORD1375,CUST218,2023-03-03 09:13:00,Shampoo,Personal Care,1,127.95,Mumbai,16.33,Delivered
ORD1376,CUST176,2023-02-18 01:58:00,Bananas,Fruits,3,299.27,Chennai,16.74,Delivered
ORD1377,CUST351,2023-09-08 21:40:00,Onions,Vegetables,3,179.3,Kolkata,57.11,Delivered
ORD1378,CUST220,2023-02-19 15:32:00,Rice,Grains,3,344.61,Pune,73.16,Delivered
ORD1379,CUST370,2023-07-25 21:53:00,Eggs,Dairy,3,140.48,Chennai,36.24,Delivered
ORD1380,CUST120,2023-01-30 01:11:00,Onions,Vegetables,3,331.94,Delhi,59.21,Delivered
ORD1381,CUST226,2023-12-27 10:10:00,Potatoes,Vegetables,1,412.77,Kolkata,75.16,Delivered
ORD1382,CUST422,2023-07-20 18:53:00,Potatoes,Vegetables,4,272.64,Hyderabad,60.92,Delivered
ORD1383,CUST423,2023-09-09 11:36:00,Potatoes,Vegetables,2,402.93,Mumbai,,Cancelled
ORD1384,CUST115,2023-05-20 00:29:00,Tomatoes,Vegetables,4,53.61,Pune,41.09,Delivered
ORD1385,CUST244,2023-07-02 18:11:00,Wheat Flour,Grains,1,218.12,Kolkata,19.05,Delivered
ORD1386,CUST182,2023-07-14 10:08:00,Bread,Bakery,1,303.41,Chennai,27.84,Delivered
ORD1387,CUST292,2023-03-05 17:55:00,Rice,Grains,5,149.81,Chennai,71.31,Delivered
ORD1388,CUST367,2023-08-25 09:20:00,Rice,Grains,5,476.86,Mumbai,16.44,Delivered
ORD1389,CUST488,2023-06-16 03:16:00,Fish,Meat,2,220.8,Delhi,,Returned
ORD1390,CUST107,2023-09-18 08:53:00,Shampoo,Personal Care,5,97.25,Mumbai,86.61,Delivered
ORD1391,CUST394,2023-04-09 17:36:00,Potatoes,Vegetables,3,94.05,Bangalore,84.23,Delivered
ORD1392,CUST322,2023-11-15 07:17:00,Toothpaste,Personal Care,5,409.26,Hyderabad,,Cancelled
ORD1393,CUST382,2023-02-16 15:51:00,Rice,Grains,1,392.65,Hyderabad,32.72,Delivered
ORD1394,CUST441,2023-07-03 05:04:00,Chicken,Meat,1,313.66,Bangalore,,Returned
ORD1395,CUST101,2023-01-26 10:26:00,Milk,Dairy,1,487.02,Kolkata,,Returned
ORD1396,CUST423,2023-05-21 01:03:00,Tomatoes,Vegetables,4,331.0,Mumbai,64.33,Delivered
ORD1397,CUST409,2023-05-12 22:31:00,Rice,Grains,5,202.85,Chennai,44.55,Delivered
ORD1398,CUST458,2023-10-22 08:28:00,Bread,Bakery,5,426.62,Chennai,76.67,Delivered
ORD1399,CUST333,2023-09-21 04:57:00,Toothpaste,Personal Care,4,139.22,Mumbai,68.1,Delivered
ORD1400,CUST488,2023-02-23 15:04:00,Chicken,Meat,5,414.69,Kolkata,,Returned
ORD1401,CUST394,2023-10-06 17:22:00,Bananas,Fruits,3,243.21,Hyderabad,,Returned
ORD1402,CUST263,2023-02-13 17:54:00,Bread,Bakery,1,161.15,Mumbai,39.71,Delivered
ORD1403,CUST271,2023-08-15 00:56:00,Chicken,Meat,5,270.55,Bangalore,22.66,Delivered
ORD1404,CUST104,2023-11-10 00:19:00,Bananas,Fruits,4,195.62,Delhi,,Cancelled
ORD1405,CUST215,2023-02-27 20:26:00,Bananas,Fruits,4,372.24,Mumbai,86.6,Delivered
ORD1406,CUST439,2023-05-09 06:27:00,Fish,Meat,4,138.72,Chennai,17.15,Delivered
ORD1407,CUST294,2023-03-26 22:00:00,Tomatoes,Vegetables,5,394.9,Chennai,,Returned
ORD1408,CUST478,2023-04-21 09:51:00,Bread,Bakery,5,368.34,Delhi,63.58,Delivered
ORD1409,CUST358,2023-08-19 03:29:00,Chicken,Meat,5,437.52,Delhi,47.44,Delivered
ORD1410,CUST403,2023-08-03 09:40:00,Fish,Meat,1,358.01,Hyderabad,76.55,Delivered
ORD1411,CUST460,2023-09-24 11:32:00,Milk,Dairy,3,87.08,Delhi,65.44,Delivered
ORD1412,CUST157,2023-11-02 20:56:00,Bread,Bakery,2,285.42,Delhi,84.16,Delivered
ORD1413,CUST399,2023-11-28 06:38:00,Rice,Grains,1,429.54,Delhi,26.1,Delivered
ORD1414,CUST394,2023-06-09 03:57:00,Tomatoes,Vegetables,3,88.19,Delhi,87.75,Delivered
ORD1415,CUST406,2023-10-18 16:51:00,Rice,Grains,2,388.35,Delhi,48.53,Delivered
ORD1416,CUST219,2023-04-04 11:20:00,Tomatoes,Vegetables,2,313.04,Chennai,25.31,Delivered
ORD1417,CUST450,2023-12-27 01:42:00,Onions,Vegetables,5,36.58,Mumbai,79.54,Delivered
ORD1418,CUST429,2023-06-09 20:29:00,Apples,Fruits,4,165.78,Delhi,68.74,Delivered
ORD1419,CUST157,2023-08-20 00:33:00,Rice,Grains,5,215.34,Kolkata,69.94,Delivered
ORD1420,CUST429,2023-08-26 20:58:00,Potatoes,Vegetables,4,172.34,Hyderabad,,Cancelled
ORD1421,CUST442,2023-03-09 14:23:00,Butter,Dairy,4,410.73,Pune,,Returned
ORD1422,CUST231,2023-01-09 22:29:00,Potatoes,Vegetables,1,215.91,Chennai,65.62,Delivered
ORD1423,CUST292,2023-06-25 09:13:00,Bananas,Fruits,2,225.03,Chennai,19.24,Delivered
ORD1424,CUST374,2023-11-03 17:36:00,Eggs,Dairy,4,77.38,Hyderabad,46.5,Delivered
ORD1425,CUST457,2023-10-10 14:42:00,Bananas,Fruits,4,269.1,Bangalore,64.99,Delivered
ORD1426,CUST287,2023-11-15 07:16:00,Butter,Dairy,3,222.68,Delhi,78.57,Delivered
ORD1427,CUST483,2023-05-23 06:04:00,Milk,Dairy,5,292.55,Mumbai,55.24,Delivered
ORD1428,CUST313,2023-09-22 09:51:00,Rice,Grains,4,22.08,Chennai,69.1,Delivered
ORD1429,CUST233,2023-02-04 06:33:00,Potatoes,Vegetables,2,296.31,Delhi,60.64,Delivered
ORD1430,CUST385,2023-01-09 18:42:00,Wheat Flour,Grains,3,104.77,Chennai,22.56,Delivered
ORD1431,CUST101,2023-06-20 00:38:00,Chicken,Meat,5,357.49,Pune,65.27,Delivered
ORD1432,CUST174,2023-06-19 15:15:00,Eggs,Dairy,4,218.12,Delhi,,Returned
ORD1433,CUST231,2023-12-05 17:15:00,Milk,Dairy,5,240.35,Pune,36.46,Delivered
ORD1434,CUST349,2023-05-07 03:42:00,Tomatoes,Vegetables,3,328.53,Mumbai,,Returned
ORD1435,CUST494,2023-07-02 14:51:00,Toothpaste,Personal Care,2,159.97,Pune,13.25,Delivered
ORD1436,CUST418,2023-10-31 18:49:00,Wheat Flour,Grains,3,339.93,Chennai,74.66,Delivered
ORD1437,CUST349,2023-02-26 11:33:00,Apples,Fruits,5,301.73,Pune,,Cancelled
ORD1438,CUST373,2023-03-21 10:44:00,Fish,Meat,5,211.43,Bangalore,82.98,Delivered
ORD1439,CUST336,2023-01-31 16:19:00,Eggs,Dairy,2,35.63,Chennai,,Returned
ORD1440,CUST384,2023-05-14 01:30:00,Chicken,Meat,4,126.15,Hyderabad,,Cancelled
ORD1441,CUST321,2023-04-06 11:21:00,Chicken,Meat,3,400.14,Pune,30.07,Delivered
ORD1442,CUST310,2023-12-11 07:52:00,Fish,Meat,3,86.27,Bangalore,26.43,Delivered
ORD1443,CUST211,2023-03-28 19:16:00,Toothpaste,Personal Care,2,418.35,Delhi,76.1,Delivered
ORD1444,CUST237,2023-04-15 06:02:00,Potatoes,Vegetables,3,278.33,Delhi,32.89,Delivered
ORD1445,CUST412,2023-07-05 05:49:00,Milk,Dairy,2,422.48,Pune,26.92,Delivered
ORD1446,CUST332,2023-09-01 13:12:00,Shampoo,Personal Care,4,347.64,Bangalore,21.28,Delivered
ORD1447,CUST461,2023-03-07 09:53:00,Chicken,Meat,1,38.79,Delhi,45.81,Delivered
ORD1448,CUST263,2023-06-20 04:38:00,Butter,Dairy,2,27.31,Pune,77.43,Delivered
ORD1449,CUST493,2023-12-06 03:09:00,Fish,Meat,3,218.99,Chennai,43.66,Delivered
ORD1450,CUST486,2023-02-03 12:01:00,Eggs,Dairy,2,169.54,Hyderabad,,Returned
ORD1451,CUST273,2023-10-19 01:57:00,Toothpaste,Personal Care,4,154.38,Mumbai,34.57,Delivered
ORD1452,CUST345,2023-04-12 10:13:00,Tomatoes,Vegetables,5,155.9,Chennai,19.25,Delivered
ORD1453,CUST272,2023-09-30 08:43:00,Tomatoes,Vegetables,3,256.49,Pune,49.67,Delivered
ORD1454,CUST103,2023-02-02 18:12:00,Rice,Grains,3,63.93,Mumbai,26.34,Delivered
ORD1455,CUST175,2023-06-15 02:07:00,Potatoes,Vegetables,2,432.23,Hyderabad,76.2,Delivered
ORD1456,CUST298,2023-10-31 07:59:00,Fish,Meat,4,469.48,Delhi,69.53,Delivered
ORD1457,CUST301,2023-08-19 20:07:00,Fish,Meat,3,38.01,Mumbai,20.12,Delivered
ORD1458,CUST237,2023-01-10 03:29:00,Shampoo,Personal Care,1,302.71,Chennai,26.17,Delivered
ORD1459,CUST488,2023-12-01 03:04:00,Potatoes,Vegetables,5,347.62,Mumbai,87.33,Delivered
ORD1460,CUST489,2023-09-30 04:40:00,Wheat Flour,Grains,3,318.63,Bangalore,,Cancelled
ORD1461,CUST192,2023-02-18 13:07:00,Bananas,Fruits,3,415.62,Mumbai,67.74,Delivered
ORD1462,CUST197,2023-07-12 23:08:00,Rice,Grains,3,233.57,Mumbai,63.18,Delivered
ORD1463,CUST438,2023-09-28 14:02:00,Apples,Fruits,3,137.49,Delhi,,Cancelled
ORD1464,CUST267,2023-07-18 23:19:00,Chicken,Meat,1,163.17,Delhi,75.41,Delivered
ORD1465,CUST308,2023-09-04 07:44:00,Bananas,Fruits,3,34.97,Mumbai,41.58,Delivered
ORD1466,CUST306,2023-06-14 09:24:00,Onions,Vegetables,2,258.04,Mumbai,82.31,Delivered
ORD1467,CUST197,2023-04-09 16:36:00,Apples,Fruits,1,120.73,Kolkata,30.92,Delivered
ORD1468,CUST143,2023-09-25 11:14:00,Bananas,Fruits,1,294.9,Pune,60.32,Delivered
ORD1469,CUST330,2023-11-26 18:54:00,Wheat Flour,Grains,5,454.79,Mumbai,27.73,Delivered
ORD1470,CUST450,2023-07-11 10:16:00,Bananas,Fruits,4,39.44,Bangalore,75.1,Delivered
ORD1471,CUST214,2023-10-13 17:53:00,Shampoo,Personal Care,5,331.93,Kolkata,,Returned
ORD1472,CUST484,2023-11-03 21:46:00,Apples,Fruits,2,393.84,Pune,59.0,Delivered
ORD1473,CUST239,2023-08-20 17:04:00,Toothpaste,Personal Care,2,490.0,Mumbai,19.62,Delivered
ORD1474,CUST329,2023-04-29 00:37:00,Bread,Bakery,5,129.14,Mumbai,,Cancelled
ORD1475,CUST456,2023-11-05 02:07:00,Apples,Fruits,4,32.31,Mumbai,13.89,Delivered
ORD1476,CUST333,2023-02-22 16:08:00,Bananas,Fruits,2,313.91,Pune,58.68,Delivered
ORD1477,CUST160,2023-03-01 03:45:00,Bread,Bakery,4,74.12,Chennai,38.43,Delivered
ORD1478,CUST319,2023-04-02 23:19:00,Eggs,Dairy,2,460.32,Delhi,,Returned
ORD1479,CUST117,2023-07-30 20:04:00,Potatoes,Vegetables,4,277.49,Delhi,15.03,Delivered
ORD1480,CUST405,2023-06-29 14:15:00,Rice,Grains,5,346.75,Pune,,Cancelled
ORD1481,CUST250,2023-01-25 15:51:00,Tomatoes,Vegetables,4,199.21,Mumbai,57.26,Delivered
ORD1482,CUST120,2023-08-22 00:20:00,Bread,Bakery,3,225.71,Chennai,64.82,Delivered
ORD1483,CUST417,2023-09-27 00:14:00,Shampoo,Personal Care,3,195.22,Mumbai,35.55,Delivered
ORD1484,CUST266,2023-01-28 16:28:00,Wheat Flour,Grains,5,431.66,Chennai,32.95,Delivered
ORD1485,CUST163,2023-07-11 02:23:00,Apples,Fruits,4,58.94,Chennai,78.58,Delivered
ORD1486,CUST370,2023-11-14 00:03:00,Bananas,Fruits,3,63.38,Chennai,82.17,Delivered
ORD1487,CUST307,2023-12-01 11:37:00,Chicken,Meat,1,290.99,Hyderabad,15.39,Delivered
ORD1488,CUST476,2023-07-28 03:19:00,Shampoo,Personal Care,2,432.35,Mumbai,63.76,Delivered
ORD1489,CUST199,2023-08-19 05:55:00,Milk,Dairy,2,326.08,Kolkata,,Returned
ORD1490,CUST478,2023-10-11 13:12:00,Tomatoes,Vegetables,4,442.56,Bangalore,,Returned
ORD1491,CUST181,2023-05-23 08:44:00,Eggs,Dairy,3,369.0,Chennai,60.33,Delivered
ORD1492,CUST105,2023-06-27 09:39:00,Butter,Dairy,3,38.61,Chennai,39.05,Delivered
ORD1493,CUST158,2023-12-17 03:44:00,Bread,Bakery,3,130.14,Kolkata,,Cancelled
ORD1494,CUST262,2023-06-02 20:31:00,Bread,Bakery,3,62.87,Delhi,,Returned
ORD1495,CUST378,2023-02-24 04:13:00,Bananas,Fruits,3,61.98,Hyderabad,20.71,Delivered
ORD1496,CUST237,2023-09-25 20:28:00,Fish,Meat,5,445.42,Kolkata,45.12,Delivered
ORD1497,CUST170,2023-06-28 04:02:00,Milk,Dairy,4,380.96,Chennai,84.69,Delivered
ORD1498,CUST386,2023-11-07 20:18:00,Apples,Fruits,5,38.81,Chennai,71.86,Delivered
ORD1499,CUST350,2023-12-05 11:07:00,Wheat Flour,Grains,5,447.89,Hyderabad,16.44,Delivered
ORD1500,CUST271,2023-04-14 13:50:00,Milk,Dairy,1,399.79,Kolkata,76.21,Delivered
ORD1501,CUST422,2023-07-16 04:00:00,Potatoes,Vegetables,3,245.69,Kolkata,37.41,Delivered
ORD1502,CUST273,2023-06-10 05:17:00,Chicken,Meat,4,340.8,Delhi,,Cancelled
ORD1503,CUST372,2023-11-16 21:32:00,Potatoes,Vegetables,1,155.09,Chennai,51.4,Delivered
ORD1504,CUST217,2023-02-12 15:16:00,Rice,Grains,2,269.77,Hyderabad,34.47,Delivered
ORD1505,CUST271,2023-06-05 02:12:00,Bananas,Fruits,4,288.49,Mumbai,70.49,Delivered
ORD1506,CUST182,2023-01-31 23:34:00,Bread,Bakery,2,216.95,Hyderabad,56.21,Delivered
ORD1507,CUST443,2023-04-28 01:54:00,Bananas,Fruits,3,457.98,Pune,79.8,Delivered
ORD1508,CUST200,2023-09-28 16:12:00,Toothpaste,Personal Care,4,210.79,Pune,,Cancelled
ORD1509,CUST337,2023-08-04 07:28:00,Tomatoes,Vegetables,5,282.2,Delhi,74.74,Delivered
ORD1510,CUST139,2023-07-07 09:33:00,Tomatoes,Vegetables,1,294.08,Chennai,52.23,Delivered
ORD1511,CUST305,2023-05-30 14:33:00,Milk,Dairy,1,431.85,Chennai,56.54,Delivered
ORD1512,CUST409,2023-05-06 06:31:00,Potatoes,Vegetables,4,327.74,Delhi,71.31,Delivered
